2016 Immigration policy,2020 For whom R voted (pre/early),2020 Media: TV mention,2016 Feeling Therm: Rep Party,2016 Death penalty (summary),2016 Voted in Nov election (post),2020 Media: Radio mention,2016 Media: TV news mention,2020 Party ID (basic),2020 Lib-Con 7pt scale,2020 Media: Internet mention,2020 Gun stance (difficulty buying),2016 Forced Lib or Con,Original (2016) Westat Case ID,2016 Race summary,2016 Media: Newspapers mention,2016 Attention to news,2016 For whom R voted (post),2016 ACA (2010 health care) favor/oppose,2020 For whom R voted (post),2020 Feeling Therm: Dem Party,2016 Post-election weight (full),2016 Attention to politics,2020 Attention to politics,2020 Where R is registered (pre),2016 Case ID,2016 Feeling Therm: Dem Party,2020 Voted in Nov election (post),2020 Media: Newspapers mention,2016 Party ID summary,2020 Interest in campaigns,2020 Forced Lib or Con,2016 Education level,2020 Already voted (pre),2020 Hispanic indicator,2016 Lib-Con 7pt scale,2016 Party ID (basic),2020 Age (summary),2020 Case ID,2016 Pre-election weight (full),2016 Gun stance (make it more difficult),2020 Race/Ethnicity (summary),2016 Media: Radio mention,2020 Death penalty (summary),2020 ACA approval (summary),2016 Registered to vote (pre),Panel post-election weight (2016-2020),2016 Strength of Party ID,2020 Media: No mention,2016 For whom R voted (pre),2020 Party ID summary,2020 Strength of Party ID,2020 Immigration policy,2016 Hispanic indicator,2016 Interest in campaigns,2020 Mode of interview (pre),Panel pre-election weight (2016-2020),2020 Education level,2020 Feeling Therm: Rep Party,2016 Age group,2016 Mode of interview,2016 Voted for President (pre)
4.0,-1.0,1.0,-88.0,3.0,-1.0,1.0,1.0,1.0,3.0,1.0,3.0,-1.0,301420.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,100.0,0.624,4.0,4.0,1.0,583.0,-89.0,1.0,1.0,3.0,3.0,-1.0,13.0,2.0,1.0,2.0,3.0,34.0,218429.0,0.6744,1.0,3.0,0.0,4.0,1.0,3.0,1.062443325902844,-1.0,0.0,-1.0,1.0,1.0,3.0,2.0,3.0,3.0,0.8200011310585176,7.0,70.0,4.0,1.0,-1.0
3.0,-1.0,1.0,30.0,4.0,4.0,0.0,1.0,1.0,99.0,1.0,-6.0,3.0,301429.0,2.0,0.0,2.0,1.0,1.0,-6.0,70.0,1.7644,1.0,2.0,1.0,586.0,70.0,-6.0,0.0,1.0,2.0,1.0,13.0,2.0,2.0,99.0,1.0,63.0,201988.0,1.7241,1.0,6.0,0.0,4.0,-6.0,1.0,,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.979943438397024,6.0,50.0,10.0,1.0,-1.0
1.0,-1.0,0.0,30.0,1.0,4.0,0.0,1.0,1.0,4.0,0.0,3.0,-1.0,301434.0,2.0,1.0,4.0,1.0,1.0,-1.0,100.0,0.8721,3.0,2.0,1.0,588.0,95.0,4.0,0.0,2.0,2.0,1.0,11.0,2.0,2.0,3.0,1.0,43.0,208521.0,0.795,2.0,2.0,1.0,1.0,1.0,1.0,1.4025966325464918,2.0,1.0,-1.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0810344542666026,3.0,60.0,5.0,1.0,-1.0
3.0,-1.0,1.0,10.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,301436.0,1.0,0.0,1.0,3.0,-1.0,2.0,15.0,0.7826,3.0,3.0,1.0,589.0,50.0,4.0,0.0,2.0,1.0,2.0,11.0,2.0,2.0,4.0,1.0,62.0,216430.0,0.8164,1.0,1.0,1.0,4.0,2.0,1.0,0.9471220364873036,2.0,0.0,-1.0,2.0,2.0,3.0,2.0,2.0,3.0,0.9870161354921604,4.0,50.0,9.0,1.0,-1.0
3.0,-1.0,0.0,50.0,-2.0,4.0,0.0,1.0,1.0,4.0,1.0,3.0,-9.0,301442.0,3.0,0.0,3.0,1.0,2.0,-1.0,70.0,1.9665,2.0,2.0,2.0,592.0,50.0,4.0,1.0,3.0,1.0,1.0,11.0,2.0,2.0,99.0,3.0,30.0,225465.0,1.899,1.0,4.0,1.0,4.0,4.0,1.0,2.688908065004973,-1.0,0.0,-1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.07585557809375,7.0,70.0,3.0,1.0,-1.0
3.0,-1.0,1.0,20.0,3.0,4.0,1.0,0.0,1.0,99.0,1.0,2.0,-1.0,301457.0,1.0,1.0,2.0,4.0,2.0,1.0,50.0,2.7986,1.0,2.0,1.0,598.0,60.0,4.0,1.0,3.0,2.0,1.0,10.0,2.0,2.0,2.0,3.0,32.0,212056.0,2.9675,1.0,4.0,0.0,1.0,2.0,2.0,3.161814545480563,-1.0,0.0,-1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.1892959193767707,3.0,0.0,3.0,1.0,-1.0
3.0,-1.0,1.0,60.0,1.0,4.0,0.0,1.0,3.0,4.0,1.0,1.0,-1.0,301462.0,5.0,1.0,3.0,3.0,2.0,1.0,35.0,0.6971,4.0,2.0,1.0,603.0,40.0,4.0,0.0,6.0,2.0,2.0,11.0,2.0,1.0,5.0,2.0,56.0,234612.0,0.6918,3.0,3.0,1.0,1.0,4.0,1.0,0.6325344042524498,2.0,0.0,-1.0,5.0,-1.0,3.0,1.0,2.0,3.0,0.6841191582491891,4.0,35.0,8.0,1.0,-1.0
2.0,-1.0,1.0,40.0,1.0,3.0,0.0,0.0,3.0,4.0,0.0,3.0,-1.0,301464.0,1.0,1.0,3.0,-1.0,6.0,1.0,50.0,0.9084,4.0,3.0,2.0,604.0,60.0,4.0,0.0,3.0,1.0,2.0,9.0,2.0,2.0,5.0,3.0,27.0,227164.0,0.9504,3.0,1.0,0.0,4.0,4.0,2.0,1.1018878640937866,-1.0,0.0,-1.0,4.0,-1.0,3.0,2.0,3.0,3.0,1.2551060396898912,2.0,40.0,2.0,1.0,-1.0
3.0,-1.0,1.0,60.0,4.0,-1.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0,301465.0,1.0,0.0,3.0,-1.0,6.0,1.0,50.0,0.9332,3.0,4.0,3.0,605.0,40.0,4.0,0.0,6.0,3.0,-1.0,9.0,2.0,2.0,5.0,2.0,31.0,220316.0,0.9561,1.0,1.0,1.0,2.0,2.0,3.0,1.1354401694591325,2.0,0.0,-1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.13084676708118,6.0,75.0,3.0,1.0,-1.0
1.0,-1.0,1.0,40.0,1.0,-1.0,0.0,1.0,2.0,6.0,0.0,1.0,-1.0,301479.0,1.0,0.0,2.0,-1.0,7.0,2.0,10.0,0.267,2.0,3.0,2.0,609.0,15.0,4.0,0.0,6.0,2.0,-1.0,14.0,2.0,2.0,6.0,2.0,80.0,218825.0,0.2594,1.0,1.0,1.0,1.0,6.0,2.0,0.3014895501540896,2.0,0.0,2.0,7.0,1.0,2.0,2.0,1.0,3.0,0.347212160021351,7.0,60.0,13.0,1.0,1.0
2.0,-1.0,1.0,60.0,4.0,-1.0,0.0,1.0,3.0,3.0,1.0,1.0,-1.0,301481.0,5.0,0.0,2.0,-1.0,4.0,-1.0,50.0,0.307,2.0,2.0,3.0,610.0,80.0,1.0,0.0,3.0,2.0,-1.0,11.0,2.0,1.0,2.0,3.0,72.0,235837.0,0.2614,1.0,3.0,1.0,4.0,1.0,3.0,0.452784547998308,-1.0,0.0,-1.0,4.0,-1.0,2.0,1.0,1.0,3.0,0.4278976870565308,1.0,50.0,11.0,1.0,-1.0
1.0,-1.0,1.0,100.0,1.0,4.0,0.0,0.0,2.0,7.0,0.0,3.0,-1.0,301482.0,6.0,0.0,3.0,2.0,7.0,2.0,0.0,0.3271,1.0,2.0,1.0,611.0,0.0,4.0,0.0,7.0,2.0,-1.0,11.0,2.0,2.0,6.0,2.0,43.0,211251.0,0.32,3.0,1.0,0.0,1.0,6.0,1.0,0.4432705491694959,1.0,0.0,-1.0,7.0,1.0,1.0,2.0,1.0,3.0,0.4853681317600989,2.0,85.0,5.0,1.0,-1.0
4.0,-1.0,1.0,70.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,-1.0,301483.0,1.0,0.0,3.0,-1.0,5.0,2.0,15.0,0.4231,2.0,3.0,1.0,612.0,70.0,4.0,0.0,2.0,2.0,-1.0,13.0,2.0,2.0,2.0,1.0,38.0,228266.0,0.3922,1.0,1.0,0.0,1.0,6.0,2.0,0.5436876074589199,2.0,0.0,-1.0,7.0,1.0,1.0,2.0,2.0,3.0,0.5454162847931686,8.0,85.0,4.0,1.0,-1.0
2.0,-1.0,1.0,60.0,1.0,4.0,1.0,1.0,3.0,6.0,1.0,3.0,-1.0,301489.0,1.0,1.0,2.0,2.0,7.0,2.0,0.0,1.071,2.0,1.0,1.0,614.0,0.0,4.0,1.0,5.0,1.0,-1.0,14.0,2.0,2.0,6.0,3.0,69.0,203489.0,1.059,3.0,1.0,1.0,1.0,7.0,1.0,1.0451493935318994,-1.0,0.0,-1.0,5.0,-1.0,3.0,2.0,1.0,3.0,1.0959204476009043,7.0,70.0,11.0,1.0,-1.0
1.0,-1.0,0.0,60.0,2.0,-1.0,0.0,1.0,3.0,99.0,1.0,3.0,-8.0,301495.0,1.0,0.0,4.0,-1.0,7.0,-1.0,50.0,0.8023,4.0,4.0,3.0,616.0,40.0,1.0,0.0,5.0,3.0,2.0,10.0,2.0,2.0,4.0,3.0,39.0,235349.0,0.8213,3.0,1.0,0.0,3.0,6.0,3.0,1.2219532413961824,-1.0,0.0,-1.0,4.0,-1.0,3.0,2.0,3.0,3.0,0.9071346140389082,3.0,50.0,5.0,1.0,-1.0
2.0,2.0,1.0,60.0,1.0,4.0,0.0,1.0,3.0,6.0,1.0,2.0,-1.0,301496.0,1.0,1.0,4.0,2.0,2.0,-1.0,0.0,0.7976,3.0,1.0,1.0,617.0,15.0,-1.0,0.0,7.0,1.0,-1.0,12.0,1.0,2.0,7.0,2.0,69.0,215413.0,0.7993,3.0,1.0,1.0,1.0,7.0,1.0,0.9056932175278676,1.0,0.0,-1.0,5.0,-1.0,4.0,2.0,1.0,3.0,0.9512660496948872,4.0,85.0,11.0,1.0,-1.0
3.0,-1.0,1.0,30.0,3.0,4.0,0.0,1.0,1.0,3.0,1.0,3.0,2.0,301500.0,1.0,1.0,4.0,1.0,6.0,1.0,70.0,0.5216,4.0,3.0,1.0,620.0,70.0,4.0,0.0,3.0,1.0,-1.0,11.0,2.0,2.0,4.0,3.0,61.0,200886.0,0.5469,3.0,1.0,1.0,3.0,1.0,1.0,0.5828869229481308,-1.0,0.0,-1.0,2.0,2.0,3.0,2.0,2.0,3.0,0.5807601053322807,4.0,15.0,9.0,1.0,-1.0
3.0,-1.0,1.0,50.0,2.0,4.0,0.0,1.0,3.0,2.0,1.0,1.0,-1.0,301501.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,1.4275,1.0,2.0,1.0,621.0,70.0,4.0,1.0,3.0,1.0,-1.0,13.0,2.0,2.0,2.0,3.0,47.0,230894.0,1.6061,1.0,1.0,1.0,2.0,1.0,1.0,1.6182756241773832,-1.0,0.0,-1.0,3.0,-1.0,3.0,2.0,1.0,3.0,1.607766477177557,6.0,15.0,6.0,1.0,-1.0
3.0,-1.0,1.0,40.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,301513.0,1.0,0.0,3.0,2.0,2.0,1.0,40.0,0.5319,4.0,2.0,1.0,623.0,55.0,4.0,1.0,2.0,2.0,1.0,10.0,2.0,2.0,4.0,1.0,51.0,223636.0,0.5415,1.0,1.0,0.0,1.0,4.0,1.0,0.4914247986271681,2.0,0.0,-1.0,4.0,-1.0,3.0,2.0,1.0,3.0,0.5395293325234677,3.0,40.0,7.0,1.0,-1.0
3.0,-1.0,1.0,40.0,1.0,-1.0,1.0,1.0,2.0,4.0,1.0,1.0,-1.0,301514.0,1.0,1.0,2.0,-1.0,1.0,1.0,70.0,1.1157,1.0,2.0,1.0,624.0,70.0,4.0,1.0,6.0,1.0,2.0,13.0,2.0,2.0,3.0,2.0,65.0,226000.0,1.1074,1.0,1.0,1.0,1.0,1.0,1.0,1.1432818214897351,2.0,0.0,1.0,6.0,2.0,3.0,2.0,1.0,3.0,1.109662191705942,7.0,15.0,10.0,1.0,1.0
3.0,1.0,1.0,30.0,2.0,4.0,1.0,0.0,1.0,3.0,1.0,1.0,-1.0,301515.0,5.0,0.0,3.0,1.0,2.0,-1.0,60.0,0.2761,2.0,3.0,1.0,625.0,60.0,-1.0,0.0,1.0,2.0,-1.0,13.0,1.0,1.0,2.0,1.0,40.0,227669.0,0.2527,1.0,3.0,1.0,1.0,1.0,1.0,0.2915566564040775,1.0,0.0,-1.0,1.0,1.0,3.0,1.0,2.0,3.0,0.3302215200656249,6.0,30.0,5.0,1.0,-1.0
3.0,-1.0,1.0,40.0,3.0,-1.0,0.0,1.0,1.0,3.0,0.0,1.0,-1.0,301519.0,1.0,1.0,3.0,-1.0,1.0,1.0,85.0,0.9288,1.0,2.0,1.0,627.0,85.0,4.0,1.0,1.0,1.0,-1.0,10.0,2.0,2.0,1.0,1.0,77.0,206860.0,0.9458,1.0,1.0,0.0,3.0,1.0,1.0,0.9497339496033352,1.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0076891547408775,3.0,30.0,12.0,1.0,1.0
3.0,-1.0,1.0,30.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,-1.0,301527.0,1.0,1.0,2.0,-1.0,7.0,2.0,15.0,0.6878,1.0,2.0,1.0,629.0,15.0,4.0,0.0,5.0,1.0,-1.0,13.0,2.0,2.0,5.0,3.0,49.0,207047.0,0.6911,3.0,5.0,1.0,1.0,7.0,1.0,0.7170666513600042,-1.0,0.0,-1.0,5.0,-1.0,3.0,2.0,1.0,3.0,0.7806271572647283,6.0,40.0,7.0,1.0,-1.0
3.0,-1.0,1.0,100.0,3.0,4.0,1.0,1.0,2.0,6.0,1.0,3.0,-1.0,301528.0,1.0,0.0,2.0,2.0,7.0,2.0,0.0,2.1473,2.0,3.0,1.0,630.0,15.0,4.0,0.0,7.0,2.0,-1.0,9.0,2.0,2.0,6.0,2.0,61.0,227348.0,2.1362,3.0,1.0,1.0,1.0,4.0,1.0,2.257125645878744,1.0,0.0,-1.0,7.0,1.0,3.0,2.0,1.0,3.0,2.413141607071132,2.0,100.0,9.0,1.0,-1.0
3.0,-1.0,1.0,50.0,1.0,-1.0,0.0,1.0,5.0,99.0,0.0,3.0,3.0,301530.0,1.0,0.0,4.0,-1.0,4.0,-1.0,70.0,1.5249,4.0,5.0,3.0,631.0,50.0,4.0,0.0,4.0,3.0,2.0,9.0,2.0,2.0,4.0,3.0,50.0,229665.0,1.381,1.0,1.0,0.0,1.0,2.0,3.0,2.733440540067876,-1.0,0.0,-1.0,4.0,-1.0,4.0,2.0,2.0,3.0,2.287146530599532,2.0,60.0,4.0,1.0,-1.0
3.0,-1.0,1.0,65.0,4.0,4.0,1.0,1.0,2.0,5.0,1.0,2.0,-1.0,301536.0,1.0,1.0,1.0,2.0,7.0,2.0,15.0,0.5843,2.0,1.0,1.0,633.0,25.0,4.0,0.0,7.0,1.0,-1.0,13.0,2.0,2.0,7.0,2.0,63.0,209388.0,0.5676,2.0,1.0,1.0,4.0,7.0,1.0,0.651943816584632,1.0,0.0,-1.0,7.0,1.0,3.0,2.0,1.0,3.0,0.7233775582516692,6.0,60.0,10.0,1.0,-1.0
1.0,-1.0,1.0,85.0,1.0,3.0,0.0,1.0,2.0,7.0,0.0,3.0,3.0,301541.0,1.0,0.0,4.0,-1.0,6.0,2.0,30.0,0.3992,4.0,3.0,1.0,635.0,50.0,4.0,0.0,7.0,2.0,-1.0,7.0,2.0,2.0,4.0,2.0,26.0,224035.0,0.3836,3.0,6.0,0.0,1.0,7.0,2.0,0.5862496557060621,1.0,0.0,-1.0,7.0,1.0,3.0,2.0,2.0,3.0,0.616966925188132,3.0,85.0,2.0,1.0,-1.0
3.0,-1.0,1.0,30.0,1.0,-1.0,0.0,1.0,2.0,3.0,0.0,3.0,2.0,301544.0,5.0,1.0,3.0,-1.0,4.0,-1.0,10.0,0.7002,2.0,1.0,1.0,636.0,50.0,1.0,0.0,2.0,2.0,-1.0,9.0,2.0,1.0,99.0,1.0,31.0,205003.0,0.698,2.0,3.0,1.0,3.0,4.0,1.0,1.1508819692081154,2.0,0.0,1.0,7.0,1.0,1.0,1.0,2.0,3.0,0.9370081790563786,2.0,85.0,3.0,1.0,1.0
3.0,-1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,-1.0,301545.0,2.0,0.0,2.0,1.0,1.0,1.0,85.0,0.3366,2.0,2.0,1.0,637.0,60.0,4.0,0.0,1.0,1.0,2.0,10.0,2.0,2.0,5.0,1.0,64.0,229443.0,0.3387,1.0,2.0,1.0,4.0,1.0,1.0,0.3493981411968466,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.4035444579691471,4.0,40.0,10.0,1.0,-1.0
1.0,2.0,1.0,30.0,1.0,4.0,1.0,1.0,2.0,99.0,0.0,3.0,-8.0,301551.0,1.0,0.0,3.0,2.0,7.0,-1.0,0.0,0.4143,4.0,2.0,1.0,638.0,30.0,-1.0,0.0,5.0,1.0,1.0,4.0,1.0,2.0,99.0,3.0,79.0,205348.0,0.3625,3.0,1.0,0.0,1.0,7.0,1.0,0.5040609003106425,-1.0,0.0,-1.0,7.0,1.0,3.0,2.0,2.0,3.0,0.613989868226532,1.0,70.0,13.0,1.0,-1.0
3.0,-1.0,1.0,0.0,4.0,4.0,1.0,1.0,3.0,1.0,0.0,1.0,-1.0,301556.0,1.0,1.0,1.0,1.0,2.0,1.0,75.0,0.515,1.0,2.0,1.0,641.0,60.0,4.0,1.0,2.0,1.0,-1.0,13.0,2.0,2.0,1.0,1.0,68.0,203397.0,0.5424,1.0,1.0,1.0,3.0,1.0,1.0,0.5084509238478693,2.0,0.0,-1.0,3.0,-1.0,3.0,2.0,1.0,3.0,0.5094903112978048,6.0,0.0,10.0,1.0,-1.0
3.0,-1.0,1.0,85.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,-8.0,301560.0,2.0,0.0,3.0,-1.0,4.0,-1.0,100.0,1.8418,4.0,3.0,1.0,642.0,100.0,1.0,0.0,4.0,2.0,2.0,12.0,2.0,2.0,99.0,5.0,32.0,217747.0,1.7777,3.0,2.0,0.0,1.0,7.0,1.0,3.137836610430932,-1.0,0.0,-1.0,4.0,-1.0,2.0,2.0,3.0,3.0,2.545175848116204,5.0,100.0,4.0,1.0,-1.0
3.0,-1.0,1.0,60.0,1.0,4.0,1.0,1.0,2.0,6.0,1.0,3.0,-1.0,301563.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0748,1.0,2.0,1.0,644.0,0.0,4.0,0.0,7.0,2.0,-1.0,13.0,2.0,2.0,6.0,2.0,53.0,231088.0,1.0497,3.0,1.0,1.0,1.0,6.0,1.0,1.1555885888559825,1.0,0.0,-1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.3431418203872838,6.0,70.0,7.0,1.0,-1.0
3.0,-1.0,0.0,30.0,1.0,4.0,1.0,1.0,1.0,4.0,0.0,1.0,-1.0,301564.0,1.0,0.0,3.0,1.0,2.0,1.0,60.0,1.2312,1.0,2.0,1.0,645.0,60.0,4.0,1.0,2.0,2.0,1.0,14.0,2.0,2.0,2.0,1.0,33.0,228297.0,1.1477,1.0,1.0,1.0,1.0,2.0,1.0,1.1067352010988254,2.0,0.0,-1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.1942141053104771,7.0,0.0,3.0,1.0,-1.0
1.0,-1.0,1.0,70.0,1.0,4.0,0.0,1.0,3.0,6.0,0.0,-6.0,3.0,301566.0,1.0,0.0,4.0,2.0,6.0,-6.0,10.0,0.4334,3.0,2.0,1.0,646.0,15.0,-6.0,0.0,5.0,2.0,-1.0,10.0,2.0,2.0,99.0,3.0,53.0,217884.0,0.4553,3.0,1.0,1.0,3.0,-6.0,1.0,,-1.0,0.0,-1.0,5.0,-1.0,3.0,2.0,1.0,3.0,0.459731407289392,3.0,90.0,7.0,1.0,-1.0
1.0,-1.0,1.0,50.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,-1.0,301567.0,2.0,1.0,2.0,-1.0,1.0,1.0,70.0,2.2184,2.0,4.0,1.0,647.0,85.0,4.0,1.0,2.0,1.0,-1.0,9.0,2.0,2.0,2.0,1.0,43.0,218061.0,2.3989,1.0,2.0,1.0,4.0,1.0,1.0,2.67201719547324,2.0,0.0,-1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0937696494543507,2.0,60.0,5.0,1.0,-1.0
3.0,-1.0,1.0,60.0,1.0,4.0,0.0,0.0,2.0,6.0,0.0,1.0,-1.0,301570.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,0.7365,4.0,4.0,1.0,648.0,40.0,4.0,1.0,6.0,1.0,-1.0,12.0,2.0,2.0,6.0,2.0,66.0,205973.0,0.8011,1.0,1.0,0.0,1.0,7.0,1.0,0.8917562818910049,2.0,0.0,-1.0,7.0,1.0,3.0,2.0,3.0,3.0,0.9364909993057964,5.0,85.0,10.0,1.0,-1.0
3.0,-1.0,1.0,60.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,-1.0,301572.0,2.0,1.0,1.0,1.0,1.0,1.0,85.0,1.1275,1.0,2.0,1.0,649.0,85.0,4.0,1.0,1.0,2.0,1.0,10.0,2.0,2.0,3.0,1.0,61.0,201476.0,1.1138,1.0,2.0,1.0,4.0,1.0,1.0,1.1754664525578655,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.2430262160536474,5.0,15.0,9.0,1.0,-1.0
3.0,-1.0,1.0,40.0,1.0,-1.0,0.0,1.0,3.0,5.0,0.0,1.0,-1.0,301584.0,1.0,1.0,1.0,-1.0,6.0,2.0,15.0,0.6562,1.0,3.0,1.0,652.0,40.0,4.0,0.0,4.0,1.0,-1.0,14.0,2.0,2.0,5.0,3.0,80.0,229597.0,0.6638,3.0,1.0,0.0,2.0,4.0,1.0,0.7210308340728607,-1.0,0.0,-1.0,5.0,-1.0,1.0,2.0,1.0,3.0,0.7388660183571943,6.0,85.0,13.0,1.0,2.0
3.0,-1.0,0.0,30.0,2.0,4.0,0.0,1.0,3.0,5.0,1.0,3.0,1.0,301589.0,1.0,0.0,4.0,2.0,1.0,3.0,30.0,0.2716,3.0,4.0,1.0,653.0,60.0,4.0,0.0,1.0,2.0,-1.0,11.0,2.0,2.0,4.0,1.0,62.0,232722.0,0.2848,3.0,1.0,0.0,1.0,1.0,1.0,0.2996717469365194,1.0,0.0,-1.0,4.0,-1.0,3.0,2.0,1.0,3.0,0.305551552985416,4.0,70.0,9.0,1.0,-1.0
2.0,-1.0,1.0,60.0,-2.0,-1.0,1.0,0.0,3.0,4.0,1.0,2.0,1.0,301590.0,1.0,0.0,4.0,-1.0,6.0,2.0,60.0,0.7011,4.0,3.0,1.0,654.0,40.0,4.0,1.0,5.0,2.0,2.0,9.0,2.0,2.0,99.0,3.0,35.0,214717.0,0.7541,3.0,1.0,1.0,2.0,4.0,3.0,0.9250713651639118,-1.0,0.0,-1.0,5.0,-1.0,3.0,2.0,3.0,3.0,1.000495065804996,2.0,60.0,4.0,1.0,-1.0
2.0,-1.0,0.0,40.0,3.0,-1.0,1.0,0.0,3.0,4.0,0.0,1.0,-1.0,301594.0,1.0,1.0,1.0,-1.0,4.0,1.0,60.0,0.8742,1.0,1.0,1.0,655.0,40.0,4.0,0.0,7.0,1.0,-9.0,13.0,2.0,2.0,5.0,2.0,63.0,202370.0,0.8794,1.0,1.0,1.0,3.0,2.0,1.0,0.9816141219025674,1.0,0.0,5.0,4.0,-1.0,3.0,2.0,1.0,3.0,0.9484380105208844,6.0,30.0,9.0,1.0,1.0
4.0,-1.0,-9.0,60.0,3.0,4.0,-9.0,1.0,3.0,4.0,-9.0,1.0,3.0,301601.0,6.0,0.0,2.0,1.0,7.0,1.0,70.0,0.9658,4.0,1.0,1.0,658.0,70.0,4.0,-9.0,4.0,1.0,1.0,10.0,2.0,2.0,4.0,3.0,59.0,211152.0,1.023,3.0,2.0,0.0,4.0,1.0,1.0,0.8616083337549509,-1.0,-9.0,-1.0,4.0,-1.0,3.0,2.0,3.0,3.0,0.9614767119281749,3.0,10.0,9.0,1.0,-1.0
2.0,-1.0,0.0,40.0,1.0,4.0,0.0,0.0,2.0,7.0,1.0,-6.0,-1.0,301603.0,1.0,0.0,4.0,2.0,3.0,-6.0,15.0,1.4266,4.0,2.0,1.0,660.0,30.0,-6.0,0.0,5.0,3.0,-1.0,13.0,2.0,2.0,6.0,3.0,48.0,205553.0,1.5316,1.0,1.0,0.0,2.0,-6.0,1.0,,-1.0,0.0,-1.0,6.0,2.0,2.0,2.0,2.0,3.0,1.5561083273320315,6.0,60.0,6.0,1.0,-1.0
3.0,-1.0,1.0,50.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,-1.0,301605.0,1.0,0.0,4.0,2.0,7.0,2.0,15.0,0.9587,4.0,4.0,1.0,661.0,15.0,4.0,1.0,6.0,2.0,-1.0,13.0,2.0,2.0,5.0,2.0,28.0,201155.0,1.0454,1.0,1.0,1.0,1.0,4.0,1.0,1.1218628815023934,2.0,0.0,-1.0,6.0,2.0,3.0,2.0,2.0,3.0,1.1123296619657668,6.0,70.0,2.0,1.0,-1.0
1.0,-1.0,1.0,1.0,4.0,-1.0,0.0,1.0,3.0,4.0,0.0,1.0,-1.0,301607.0,5.0,0.0,2.0,-1.0,3.0,-1.0,85.0,1.0236,4.0,1.0,3.0,662.0,-88.0,1.0,0.0,5.0,1.0,2.0,9.0,2.0,1.0,7.0,3.0,27.0,215505.0,1.0,3.0,3.0,0.0,1.0,4.0,3.0,1.9657151087503968,-1.0,0.0,-1.0,3.0,-1.0,4.0,1.0,2.0,3.0,1.6358889502496894,2.0,50.0,2.0,1.0,-1.0
3.0,-1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,301608.0,2.0,0.0,1.0,1.0,1.0,1.0,70.0,0.5826,1.0,1.0,1.0,663.0,85.0,4.0,0.0,1.0,1.0,1.0,14.0,2.0,2.0,4.0,1.0,55.0,205188.0,0.6221,1.0,2.0,1.0,1.0,1.0,1.0,0.4290155677889571,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.531084740740743,7.0,0.0,8.0,1.0,-1.0
3.0,-1.0,0.0,30.0,1.0,4.0,0.0,1.0,3.0,5.0,1.0,3.0,-1.0,301610.0,1.0,0.0,1.0,2.0,3.0,-9.0,0.0,0.2758,1.0,2.0,1.0,664.0,30.0,4.0,0.0,5.0,1.0,-1.0,10.0,2.0,2.0,5.0,3.0,66.0,223032.0,0.2626,3.0,1.0,1.0,1.0,4.0,1.0,0.5284382534933563,-1.0,0.0,-1.0,5.0,-1.0,3.0,2.0,1.0,3.0,0.4000955252561711,3.0,40.0,10.0,1.0,-1.0
3.0,-1.0,1.0,40.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,301611.0,1.0,1.0,3.0,1.0,4.0,1.0,70.0,0.6689,3.0,3.0,1.0,665.0,60.0,4.0,0.0,3.0,1.0,-9.0,14.0,2.0,2.0,4.0,3.0,40.0,235912.0,0.6756,1.0,6.0,0.0,3.0,2.0,1.0,0.6490922237279149,-1.0,0.0,-1.0,1.0,1.0,4.0,2.0,1.0,3.0,0.6597239509360197,7.0,40.0,5.0,1.0,-1.0
