2016 Immigration policy,2020 For whom R voted (pre/early),2020 Media: TV mention,2016 Feeling Therm: Rep Party,2016 Death penalty (summary),2016 Voted in Nov election (post),2020 Media: Radio mention,2016 Media: TV news mention,2020 Party ID (basic),2020 Lib-Con 7pt scale,2020 Media: Internet mention,2020 Gun stance (difficulty buying),2016 Forced Lib or Con,Original (2016) Westat Case ID,2016 Race summary,2016 Media: Newspapers mention,2016 Attention to news,2016 For whom R voted (post),2016 ACA (2010 health care) favor/oppose,2020 For whom R voted (post),2020 Feeling Therm: Dem Party,2016 Post-election weight (full),2016 Attention to politics,2020 Attention to politics,2020 Where R is registered (pre),2016 Case ID,2016 Feeling Therm: Dem Party,2020 Voted in Nov election (post),2020 Media: Newspapers mention,2016 Party ID summary,2020 Interest in campaigns,2020 Forced Lib or Con,2016 Education level,2020 Already voted (pre),2020 Hispanic indicator,2016 Lib-Con 7pt scale,2016 Party ID (basic),2020 Age (summary),2020 Case ID,2016 Pre-election weight (full),2016 Gun stance (make it more difficult),2020 Race/Ethnicity (summary),2016 Media: Radio mention,2020 Death penalty (summary),2020 ACA approval (summary),2016 Registered to vote (pre),Panel post-election weight (2016-2020),2016 Strength of Party ID,2020 Media: No mention,2016 For whom R voted (pre),2020 Party ID summary,2020 Strength of Party ID,2020 Immigration policy,2016 Hispanic indicator,2016 Interest in campaigns,2020 Mode of interview (pre),Panel pre-election weight (2016-2020),2020 Education level,2020 Feeling Therm: Rep Party,2016 Age group,2016 Mode of interview,2016 Voted for President (pre)
3.0,-1.0,1.0,61.0,2.0,4.0,0.0,1.0,3.0,5.0,1.0,3.0,-1.0,403990.0,1.0,1.0,2.0,2.0,7.0,2.0,30.0,0.8378,2.0,1.0,1.0,3581.0,31.0,4.0,1.0,5.0,2.0,-1.0,13.0,2.0,2.0,5.0,3.0,70.0,213844.0,0.8071,3.0,1.0,1.0,2.0,7.0,1.0,0.6912135626697847,-1.0,0.0,-1.0,5.0,-1.0,3.0,2.0,2.0,3.0,0.7308821921055914,6.0,70.0,11.0,2.0,-1.0
3.0,-1.0,1.0,61.0,2.0,4.0,0.0,1.0,2.0,6.0,1.0,3.0,-1.0,403991.0,1.0,1.0,2.0,3.0,4.0,-1.0,40.0,1.4843,3.0,4.0,1.0,3582.0,42.0,3.0,0.0,5.0,2.0,-1.0,12.0,2.0,2.0,6.0,5.0,55.0,209302.0,1.4835,3.0,1.0,1.0,2.0,6.0,1.0,1.6290334826484605,-1.0,0.0,-1.0,6.0,2.0,3.0,2.0,1.0,3.0,1.2300184262354137,4.0,60.0,8.0,2.0,-1.0
1.0,-1.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,403994.0,1.0,0.0,4.0,2.0,5.0,2.0,0.0,1.535,2.0,3.0,1.0,3584.0,30.0,4.0,0.0,1.0,1.0,2.0,9.0,2.0,2.0,4.0,1.0,22.0,210951.0,1.3788,3.0,1.0,0.0,1.0,6.0,1.0,1.5729356145766962,1.0,1.0,-1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.9383726594953632,2.0,100.0,3.0,2.0,-1.0
3.0,-1.0,1.0,41.0,1.0,4.0,1.0,1.0,2.0,6.0,1.0,1.0,-1.0,404002.0,1.0,1.0,2.0,2.0,7.0,2.0,0.0,0.3934,2.0,3.0,1.0,3587.0,0.0,4.0,1.0,6.0,2.0,-1.0,14.0,2.0,2.0,5.0,2.0,66.0,218757.0,0.4006,1.0,1.0,1.0,2.0,7.0,1.0,0.3261332878061266,2.0,0.0,-1.0,6.0,2.0,1.0,2.0,2.0,3.0,0.3547965998916165,7.0,85.0,10.0,2.0,-1.0
1.0,-1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,404004.0,2.0,1.0,3.0,1.0,2.0,1.0,100.0,0.3702,4.0,3.0,1.0,3588.0,85.0,4.0,0.0,1.0,2.0,-1.0,10.0,2.0,2.0,4.0,1.0,46.0,213837.0,0.3953,1.0,2.0,1.0,1.0,1.0,1.0,0.2723455471010669,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,2.0,3.0,0.3418031739142855,3.0,0.0,7.0,2.0,-1.0
3.0,-1.0,1.0,11.0,3.0,4.0,0.0,1.0,3.0,99.0,0.0,1.0,-1.0,404007.0,2.0,1.0,2.0,1.0,2.0,1.0,70.0,0.5487,1.0,3.0,1.0,3589.0,96.0,4.0,0.0,2.0,2.0,2.0,11.0,2.0,2.0,5.0,1.0,80.0,204550.0,0.5522,1.0,2.0,1.0,3.0,1.0,1.0,0.4781493047125091,2.0,0.0,-1.0,3.0,-1.0,3.0,2.0,1.0,3.0,0.5270911808728486,3.0,0.0,13.0,2.0,-1.0
3.0,-1.0,1.0,50.0,1.0,4.0,0.0,1.0,2.0,6.0,1.0,3.0,-1.0,404009.0,1.0,1.0,3.0,2.0,6.0,2.0,0.0,0.6182,2.0,2.0,1.0,3590.0,15.0,4.0,1.0,7.0,1.0,-1.0,13.0,2.0,2.0,6.0,2.0,76.0,218481.0,0.6254,3.0,1.0,1.0,1.0,7.0,1.0,0.5467168598189935,1.0,0.0,-1.0,7.0,1.0,2.0,2.0,1.0,3.0,0.5461754569871063,6.0,70.0,12.0,2.0,-1.0
3.0,-1.0,1.0,71.0,1.0,4.0,0.0,1.0,2.0,5.0,1.0,3.0,3.0,404011.0,1.0,1.0,2.0,2.0,4.0,2.0,0.0,1.5119,3.0,2.0,2.0,3591.0,10.0,4.0,1.0,5.0,2.0,-1.0,9.0,2.0,2.0,99.0,3.0,69.0,228006.0,1.5324,3.0,1.0,1.0,1.0,7.0,1.0,1.5191681255757776,-1.0,0.0,-1.0,7.0,1.0,3.0,2.0,1.0,3.0,1.5545144374650277,3.0,70.0,11.0,2.0,-1.0
2.0,-1.0,1.0,30.0,1.0,-1.0,1.0,1.0,3.0,5.0,1.0,2.0,3.0,404016.0,1.0,1.0,5.0,-1.0,4.0,-1.0,50.0,1.4921,4.0,4.0,3.0,3592.0,40.0,2.0,1.0,5.0,2.0,-1.0,9.0,2.0,2.0,99.0,3.0,41.0,213943.0,1.5287,1.0,1.0,1.0,1.0,4.0,3.0,1.958511476287414,-1.0,0.0,-1.0,5.0,-1.0,3.0,2.0,3.0,3.0,1.509041442231179,2.0,50.0,5.0,2.0,-1.0
3.0,-1.0,1.0,0.0,1.0,4.0,1.0,1.0,3.0,99.0,1.0,2.0,1.0,404020.0,2.0,0.0,3.0,1.0,4.0,1.0,100.0,0.8534,4.0,4.0,1.0,3594.0,100.0,4.0,0.0,2.0,2.0,2.0,5.0,2.0,2.0,99.0,1.0,39.0,218672.0,0.8699,3.0,2.0,0.0,1.0,4.0,1.0,1.0161593708137835,2.0,0.0,-1.0,3.0,-1.0,3.0,2.0,2.0,3.0,1.0438561628454506,1.0,0.0,5.0,2.0,-1.0
4.0,1.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,-1.0,404021.0,1.0,0.0,1.0,1.0,1.0,-1.0,100.0,0.9043,2.0,1.0,1.0,3595.0,70.0,-1.0,0.0,1.0,1.0,-1.0,13.0,1.0,2.0,2.0,1.0,75.0,224356.0,0.9209,1.0,1.0,1.0,4.0,1.0,1.0,0.7449323409789462,1.0,0.0,-1.0,1.0,1.0,4.0,2.0,1.0,3.0,0.7662605482976478,6.0,0.0,12.0,2.0,-1.0
1.0,-1.0,1.0,50.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,-1.0,404025.0,2.0,0.0,3.0,-1.0,2.0,-1.0,85.0,0.7411,4.0,4.0,1.0,3596.0,85.0,2.0,0.0,3.0,2.0,1.0,6.0,2.0,2.0,1.0,3.0,80.0,214526.0,0.7575,1.0,-9.0,1.0,4.0,2.0,1.0,1.477967681670235,-1.0,0.0,-1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.2160057451712527,1.0,15.0,13.0,2.0,-1.0
1.0,-1.0,0.0,30.0,1.0,4.0,1.0,1.0,3.0,7.0,0.0,3.0,-1.0,404026.0,1.0,1.0,1.0,2.0,7.0,2.0,0.0,1.2405,1.0,2.0,1.0,3597.0,0.0,4.0,0.0,6.0,1.0,-1.0,9.0,2.0,2.0,7.0,2.0,73.0,216447.0,1.2263,3.0,1.0,1.0,1.0,7.0,1.0,1.0268179476922583,2.0,0.0,-1.0,5.0,-1.0,3.0,2.0,1.0,3.0,1.120982088287198,2.0,60.0,12.0,2.0,-1.0
3.0,-1.0,-5.0,49.0,1.0,1.0,-5.0,1.0,1.0,1.0,-5.0,1.0,-1.0,404030.0,-2.0,0.0,3.0,-1.0,4.0,1.0,100.0,1.3811,4.0,2.0,1.0,3598.0,99.0,4.0,-5.0,3.0,1.0,-1.0,9.0,2.0,2.0,2.0,3.0,69.0,230542.0,1.3896,1.0,1.0,0.0,4.0,1.0,1.0,1.217831622824062,-1.0,-5.0,-1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.3275732046862243,4.0,40.0,11.0,2.0,-1.0
3.0,-1.0,1.0,50.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0,404032.0,1.0,0.0,2.0,-1.0,4.0,1.0,40.0,0.7808,2.0,2.0,1.0,3599.0,85.0,4.0,0.0,1.0,2.0,2.0,9.0,2.0,2.0,99.0,1.0,80.0,235493.0,0.7681,3.0,1.0,0.0,1.0,4.0,1.0,0.7740510652074438,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.8871014552493134,2.0,50.0,13.0,2.0,-1.0
3.0,-1.0,1.0,80.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,2.0,-1.0,404039.0,1.0,0.0,4.0,-1.0,6.0,-1.0,25.0,0.771,4.0,4.0,1.0,3602.0,31.0,2.0,0.0,7.0,2.0,-1.0,10.0,2.0,2.0,5.0,2.0,33.0,205485.0,0.7749,1.0,1.0,0.0,1.0,6.0,2.0,0.9965451355195688,1.0,0.0,-1.0,7.0,1.0,1.0,2.0,2.0,3.0,0.7339293722487533,3.0,90.0,4.0,2.0,-1.0
4.0,-1.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,404042.0,6.0,1.0,1.0,1.0,1.0,1.0,100.0,0.7508,2.0,1.0,1.0,3603.0,100.0,4.0,1.0,1.0,1.0,-1.0,12.0,2.0,2.0,1.0,1.0,80.0,233985.0,0.7424,1.0,5.0,1.0,4.0,1.0,1.0,0.5452447557219771,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.5838830242026084,95.0,0.0,13.0,2.0,-1.0
3.0,-1.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,404043.0,1.0,0.0,2.0,1.0,2.0,1.0,60.0,2.1544,1.0,1.0,2.0,3604.0,70.0,4.0,0.0,2.0,1.0,-1.0,13.0,2.0,1.0,99.0,1.0,61.0,218139.0,2.1028,1.0,3.0,1.0,1.0,6.0,1.0,1.7414239474521127,2.0,0.0,-1.0,3.0,-1.0,1.0,2.0,1.0,3.0,2.101229887782671,1.0,30.0,9.0,2.0,-1.0
4.0,-1.0,1.0,-99.0,1.0,2.0,0.0,1.0,3.0,99.0,1.0,1.0,-1.0,404045.0,1.0,1.0,4.0,-1.0,4.0,-1.0,50.0,3.2843,3.0,4.0,3.0,3605.0,-99.0,1.0,1.0,3.0,3.0,1.0,9.0,2.0,2.0,2.0,3.0,31.0,202585.0,3.3645,1.0,1.0,0.0,1.0,2.0,3.0,3.7331779866743577,-1.0,0.0,-1.0,3.0,-1.0,3.0,2.0,2.0,3.0,3.243066718122009,2.0,50.0,3.0,2.0,-1.0
4.0,-1.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,404047.0,1.0,0.0,2.0,1.0,1.0,1.0,70.0,0.6725,2.0,1.0,1.0,3606.0,50.0,4.0,0.0,3.0,1.0,-1.0,11.0,2.0,2.0,1.0,5.0,39.0,220149.0,0.6858,3.0,1.0,1.0,2.0,1.0,1.0,0.5141834155119329,-1.0,0.0,-1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.5627027691836018,2.0,15.0,5.0,2.0,-1.0
2.0,-1.0,1.0,1.0,1.0,4.0,0.0,1.0,3.0,5.0,1.0,2.0,3.0,404048.0,1.0,1.0,3.0,2.0,7.0,4.0,0.0,0.6896,2.0,2.0,1.0,3607.0,0.0,4.0,1.0,5.0,1.0,-1.0,15.0,2.0,2.0,4.0,3.0,78.0,224974.0,0.6845,2.0,1.0,1.0,1.0,6.0,1.0,0.6520360772906869,-1.0,0.0,-1.0,5.0,-1.0,3.0,2.0,2.0,3.0,0.6215882642561926,8.0,15.0,12.0,2.0,-1.0
2.0,-1.0,1.0,30.0,1.0,4.0,1.0,1.0,3.0,6.0,1.0,3.0,-1.0,404050.0,1.0,1.0,3.0,2.0,6.0,2.0,15.0,0.5299,3.0,2.0,1.0,3608.0,30.0,4.0,0.0,7.0,1.0,-1.0,13.0,2.0,2.0,6.0,2.0,56.0,219262.0,0.5241,1.0,1.0,1.0,1.0,4.0,3.0,0.6174627176423677,1.0,0.0,-1.0,5.0,-1.0,3.0,2.0,2.0,3.0,0.6532525721053343,6.0,50.0,8.0,2.0,-1.0
2.0,-1.0,1.0,60.0,1.0,4.0,1.0,1.0,2.0,5.0,0.0,1.0,-1.0,404051.0,1.0,1.0,4.0,2.0,6.0,1.0,40.0,0.3591,4.0,4.0,1.0,3609.0,40.0,4.0,0.0,5.0,3.0,-1.0,11.0,2.0,2.0,5.0,3.0,75.0,214236.0,0.3724,1.0,1.0,1.0,3.0,2.0,1.0,0.3183394889563621,-1.0,0.0,-1.0,6.0,2.0,3.0,2.0,2.0,3.0,0.3332253931642113,5.0,40.0,12.0,2.0,-1.0
3.0,-1.0,1.0,60.0,2.0,4.0,0.0,1.0,3.0,4.0,1.0,1.0,-1.0,404060.0,1.0,1.0,3.0,1.0,2.0,1.0,70.0,0.3963,2.0,2.0,1.0,3613.0,60.0,4.0,0.0,4.0,2.0,1.0,10.0,2.0,2.0,5.0,3.0,80.0,201261.0,0.3959,1.0,1.0,0.0,2.0,2.0,1.0,0.3457306971521693,-1.0,0.0,-1.0,4.0,-1.0,3.0,2.0,2.0,3.0,0.347445921458322,3.0,60.0,13.0,2.0,-1.0
3.0,-1.0,0.0,16.0,3.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,404061.0,1.0,0.0,4.0,1.0,4.0,1.0,90.0,0.3749,4.0,4.0,1.0,3614.0,85.0,4.0,0.0,1.0,1.0,-1.0,14.0,2.0,2.0,99.0,1.0,80.0,223698.0,0.3874,1.0,1.0,0.0,4.0,1.0,1.0,0.3039924537952736,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,2.0,3.0,0.3254464763154972,7.0,10.0,13.0,2.0,-1.0
3.0,-1.0,1.0,30.0,2.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,404071.0,1.0,1.0,2.0,1.0,1.0,1.0,60.0,1.8213,2.0,2.0,1.0,3616.0,30.0,4.0,1.0,3.0,1.0,-1.0,6.0,2.0,2.0,4.0,3.0,64.0,229863.0,1.5528,1.0,1.0,1.0,3.0,1.0,1.0,1.7200404413527577,-1.0,0.0,-1.0,3.0,-1.0,3.0,2.0,1.0,3.0,2.1923165143809404,1.0,15.0,10.0,2.0,-1.0
3.0,-1.0,1.0,85.0,1.0,-1.0,1.0,1.0,2.0,7.0,1.0,1.0,-1.0,404075.0,1.0,1.0,4.0,-1.0,7.0,-1.0,0.0,0.7052,4.0,2.0,3.0,3618.0,30.0,1.0,1.0,7.0,1.0,-1.0,10.0,2.0,2.0,7.0,2.0,28.0,203564.0,0.7183,3.0,1.0,1.0,1.0,7.0,3.0,1.0171830621684674,1.0,0.0,-1.0,7.0,1.0,3.0,2.0,3.0,3.0,0.739125161059816,3.0,100.0,2.0,2.0,-1.0
4.0,-1.0,1.0,99.0,3.0,-1.0,0.0,1.0,3.0,4.0,0.0,1.0,-1.0,404077.0,5.0,0.0,1.0,-1.0,4.0,-1.0,40.0,0.8474,1.0,2.0,1.0,3620.0,70.0,2.0,0.0,6.0,1.0,1.0,12.0,2.0,1.0,5.0,2.0,46.0,225090.0,0.748,1.0,3.0,0.0,4.0,1.0,3.0,1.1234171939850444,2.0,0.0,-1.0,4.0,-1.0,3.0,1.0,1.0,3.0,0.9213793465455128,4.0,40.0,6.0,2.0,-1.0
1.0,-1.0,1.0,59.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,-1.0,404082.0,1.0,0.0,2.0,2.0,7.0,2.0,0.0,1.0424,3.0,3.0,1.0,3622.0,1.0,4.0,1.0,6.0,2.0,-1.0,14.0,2.0,2.0,5.0,2.0,50.0,204086.0,1.0571,1.0,1.0,0.0,1.0,4.0,1.0,0.8261166720934702,2.0,0.0,-1.0,6.0,2.0,3.0,2.0,2.0,3.0,0.9108331292717368,7.0,30.0,7.0,2.0,-1.0
3.0,-1.0,1.0,51.0,2.0,4.0,0.0,1.0,2.0,5.0,0.0,3.0,2.0,404084.0,1.0,0.0,4.0,2.0,2.0,2.0,15.0,0.8332,4.0,3.0,1.0,3623.0,10.0,4.0,0.0,6.0,2.0,-1.0,13.0,2.0,2.0,99.0,2.0,55.0,233688.0,0.7961,3.0,1.0,1.0,2.0,4.0,1.0,0.7372650642667841,2.0,0.0,-1.0,6.0,2.0,3.0,2.0,2.0,3.0,0.7475560960701095,6.0,70.0,8.0,2.0,-1.0
3.0,-1.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,2.0,1.0,3.0,1.0,404090.0,4.0,0.0,4.0,-1.0,2.0,1.0,30.0,0.7465,4.0,3.0,2.0,3625.0,0.0,4.0,0.0,4.0,1.0,-1.0,10.0,2.0,2.0,99.0,5.0,-9.0,219316.0,0.7931,3.0,1.0,0.0,3.0,2.0,1.0,0.793793493774653,-1.0,0.0,-1.0,4.0,-1.0,3.0,2.0,2.0,3.0,0.867854926149579,3.0,0.0,9.0,2.0,-1.0
3.0,-1.0,0.0,90.0,1.0,4.0,1.0,1.0,3.0,6.0,0.0,3.0,2.0,404092.0,1.0,0.0,3.0,2.0,7.0,2.0,0.0,0.8032,4.0,2.0,1.0,3626.0,0.0,4.0,0.0,5.0,1.0,-1.0,14.0,2.0,2.0,4.0,3.0,36.0,220521.0,0.8112,3.0,1.0,1.0,1.0,7.0,1.0,0.713413761179006,-1.0,0.0,-1.0,5.0,-1.0,3.0,2.0,2.0,3.0,0.7058288828275496,7.0,70.0,4.0,2.0,-1.0
3.0,-1.0,1.0,40.0,2.0,3.0,0.0,1.0,3.0,6.0,1.0,3.0,-1.0,404097.0,1.0,1.0,4.0,-1.0,6.0,2.0,0.0,0.7305,4.0,4.0,1.0,3627.0,41.0,4.0,0.0,5.0,3.0,-1.0,12.0,2.0,2.0,5.0,3.0,65.0,204505.0,0.7548,3.0,1.0,1.0,2.0,6.0,1.0,0.7625251099504674,-1.0,0.0,-1.0,5.0,-1.0,3.0,2.0,3.0,3.0,0.772326722365025,5.0,30.0,10.0,2.0,-1.0
3.0,-1.0,1.0,50.0,3.0,4.0,0.0,1.0,3.0,99.0,0.0,1.0,2.0,404105.0,1.0,0.0,4.0,2.0,4.0,2.0,-9.0,1.3542,4.0,4.0,1.0,3630.0,50.0,4.0,0.0,6.0,3.0,2.0,9.0,2.0,2.0,99.0,2.0,80.0,211633.0,1.2985,1.0,1.0,1.0,4.0,4.0,1.0,1.1495778135074992,2.0,0.0,-1.0,5.0,-1.0,3.0,2.0,3.0,3.0,1.2828746758068437,2.0,-9.0,13.0,2.0,-1.0
3.0,-1.0,1.0,100.0,1.0,4.0,0.0,1.0,2.0,7.0,1.0,3.0,2.0,404106.0,1.0,0.0,3.0,2.0,6.0,2.0,0.0,1.974,4.0,2.0,1.0,3631.0,0.0,4.0,0.0,7.0,2.0,-1.0,9.0,2.0,2.0,99.0,2.0,62.0,202127.0,1.9894,3.0,1.0,0.0,1.0,7.0,1.0,1.7658889358535137,1.0,0.0,-1.0,7.0,1.0,3.0,2.0,2.0,3.0,1.848287908451087,2.0,100.0,9.0,2.0,-1.0
3.0,-1.0,1.0,39.0,4.0,4.0,1.0,0.0,3.0,4.0,1.0,3.0,-1.0,404108.0,5.0,1.0,2.0,1.0,2.0,3.0,40.0,2.996,3.0,2.0,2.0,3632.0,66.0,4.0,0.0,2.0,2.0,1.0,12.0,2.0,1.0,3.0,1.0,24.0,205157.0,3.1791,3.0,3.0,1.0,2.0,7.0,3.0,2.419229048660959,2.0,0.0,-1.0,4.0,-1.0,2.0,1.0,2.0,3.0,2.808751864137012,6.0,60.0,1.0,2.0,-1.0
3.0,-1.0,1.0,60.0,1.0,1.0,0.0,1.0,3.0,99.0,0.0,1.0,-1.0,404112.0,5.0,1.0,4.0,-1.0,4.0,-1.0,50.0,2.0685,4.0,3.0,1.0,3634.0,70.0,3.0,0.0,2.0,3.0,2.0,9.0,2.0,1.0,6.0,1.0,66.0,213288.0,1.9298,1.0,3.0,1.0,1.0,4.0,3.0,3.1544707853071325,2.0,0.0,-1.0,3.0,-1.0,3.0,1.0,3.0,3.0,2.8340760391236524,2.0,50.0,10.0,2.0,-1.0
1.0,-1.0,1.0,98.0,1.0,4.0,0.0,1.0,2.0,7.0,0.0,-6.0,-1.0,404121.0,1.0,1.0,1.0,2.0,1.0,-6.0,0.0,0.4513,3.0,1.0,1.0,3636.0,1.0,-6.0,0.0,7.0,1.0,-1.0,11.0,2.0,1.0,6.0,2.0,60.0,213738.0,0.4646,1.0,3.0,0.0,1.0,-6.0,1.0,,1.0,0.0,-1.0,7.0,1.0,3.0,2.0,1.0,3.0,0.4190129240921811,4.0,100.0,9.0,2.0,-1.0
-9.0,-1.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,7.0,1.0,3.0,2.0,404124.0,2.0,0.0,2.0,1.0,4.0,1.0,100.0,1.1537,1.0,1.0,1.0,3637.0,100.0,4.0,0.0,1.0,1.0,-1.0,9.0,2.0,2.0,-9.0,1.0,38.0,219675.0,1.077,2.0,2.0,0.0,1.0,1.0,1.0,1.313991318546082,1.0,0.0,-1.0,1.0,1.0,4.0,2.0,1.0,3.0,1.3904426125188718,2.0,0.0,4.0,2.0,-1.0
3.0,-1.0,1.0,53.0,1.0,4.0,0.0,1.0,2.0,7.0,1.0,3.0,2.0,404127.0,-2.0,1.0,1.0,2.0,4.0,2.0,0.0,0.8669,2.0,2.0,1.0,3639.0,5.0,4.0,0.0,7.0,1.0,-1.0,11.0,2.0,2.0,99.0,2.0,46.0,206044.0,0.8871,3.0,1.0,1.0,2.0,7.0,1.0,0.7521351884298947,1.0,0.0,-1.0,7.0,1.0,3.0,-9.0,1.0,3.0,0.7852927387744495,4.0,70.0,7.0,2.0,-1.0
3.0,-1.0,1.0,16.0,3.0,4.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,404129.0,1.0,1.0,2.0,1.0,1.0,1.0,70.0,0.6182,2.0,1.0,1.0,3640.0,71.0,4.0,1.0,2.0,1.0,-1.0,14.0,2.0,2.0,4.0,1.0,78.0,208019.0,0.6254,1.0,1.0,0.0,3.0,1.0,1.0,0.4550767505650532,2.0,0.0,-1.0,2.0,2.0,3.0,2.0,1.0,3.0,0.4889179968893385,7.0,0.0,12.0,2.0,-1.0
3.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,404131.0,1.0,0.0,2.0,-1.0,2.0,1.0,85.0,0.6549,2.0,2.0,1.0,3642.0,60.0,4.0,1.0,2.0,2.0,-1.0,9.0,2.0,2.0,4.0,1.0,65.0,216621.0,0.5921,1.0,1.0,0.0,2.0,1.0,3.0,0.7922399877938033,2.0,0.0,-1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.9161457650081344,3.0,0.0,10.0,2.0,-1.0
4.0,-1.0,0.0,50.0,1.0,-1.0,0.0,0.0,2.0,6.0,1.0,2.0,2.0,404137.0,1.0,0.0,5.0,-1.0,4.0,-1.0,20.0,1.5606,5.0,1.0,2.0,3643.0,30.0,1.0,0.0,6.0,1.0,-1.0,9.0,2.0,2.0,99.0,2.0,22.0,216911.0,1.543,3.0,1.0,0.0,4.0,4.0,3.0,1.8852711453233684,2.0,0.0,-1.0,7.0,1.0,2.0,2.0,3.0,3.0,1.6924047568491882,1.0,90.0,1.0,2.0,-1.0
4.0,-1.0,1.0,35.0,4.0,4.0,1.0,1.0,1.0,99.0,1.0,1.0,2.0,404143.0,5.0,0.0,3.0,1.0,6.0,1.0,70.0,0.8892,4.0,4.0,1.0,3644.0,76.0,4.0,0.0,1.0,1.0,2.0,11.0,1.0,1.0,99.0,1.0,54.0,224301.0,0.9758,1.0,3.0,0.0,4.0,2.0,1.0,0.7995830611747813,1.0,0.0,-1.0,1.0,1.0,4.0,1.0,1.0,3.0,0.7809834227133794,3.0,40.0,8.0,2.0,-1.0
3.0,-1.0,1.0,11.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,404147.0,2.0,1.0,4.0,-1.0,2.0,-1.0,100.0,3.9978,2.0,4.0,1.0,3645.0,99.0,1.0,1.0,1.0,2.0,-1.0,9.0,2.0,2.0,99.0,1.0,36.0,222381.0,4.3232,1.0,2.0,1.0,4.0,1.0,1.0,6.078427207748526,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,2.0,3.0,4.968133870430765,2.0,15.0,4.0,2.0,-1.0
3.0,-1.0,1.0,71.0,2.0,-1.0,1.0,1.0,3.0,4.0,0.0,-6.0,2.0,404150.0,1.0,1.0,4.0,-1.0,6.0,-6.0,50.0,1.6407,2.0,3.0,3.0,3647.0,49.0,-6.0,1.0,5.0,2.0,1.0,8.0,1.0,2.0,4.0,3.0,27.0,200688.0,1.5645,2.0,1.0,1.0,1.0,-6.0,3.0,,-1.0,0.0,-1.0,4.0,-1.0,1.0,2.0,2.0,3.0,2.119201410444205,1.0,50.0,2.0,2.0,-1.0
3.0,-1.0,1.0,31.0,2.0,4.0,0.0,1.0,1.0,3.0,1.0,3.0,3.0,404154.0,1.0,1.0,3.0,1.0,3.0,1.0,100.0,0.6374,3.0,2.0,1.0,3649.0,71.0,4.0,1.0,1.0,1.0,-1.0,9.0,2.0,2.0,4.0,1.0,72.0,216942.0,0.6436,3.0,1.0,1.0,4.0,1.0,1.0,0.5258501628524076,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.5866197007637575,2.0,0.0,11.0,2.0,-1.0
3.0,-1.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,4.0,0.0,3.0,-1.0,404158.0,1.0,1.0,3.0,-1.0,2.0,-1.0,60.0,0.8495,2.0,4.0,3.0,3650.0,70.0,2.0,0.0,1.0,2.0,1.0,10.0,2.0,2.0,2.0,1.0,59.0,222633.0,0.8426,3.0,1.0,0.0,1.0,2.0,1.0,1.1036596017196243,1.0,0.0,-1.0,3.0,-1.0,3.0,2.0,2.0,3.0,0.8342283371667354,3.0,15.0,9.0,2.0,-1.0
3.0,-1.0,1.0,50.0,2.0,-1.0,1.0,1.0,1.0,99.0,1.0,1.0,3.0,404168.0,5.0,0.0,4.0,-1.0,6.0,1.0,70.0,1.6374,4.0,2.0,3.0,3652.0,70.0,4.0,0.0,2.0,2.0,1.0,9.0,2.0,1.0,99.0,1.0,37.0,223803.0,1.5237,1.0,3.0,1.0,2.0,4.0,3.0,1.6030605461760454,2.0,0.0,-1.0,2.0,2.0,4.0,1.0,2.0,3.0,1.854713226393701,2.0,40.0,4.0,2.0,-1.0
